GroupNumber,GroupUnit,GroupSkill1,GroupSkill2,GroupSkill3,GroupSkill4,GroupPreference1,GroupPreference2,GroupPreference3,ProjectNumber,ProjectUnit,ProjectSkill1,ProjectSkill2,ProjectSkill3,ProjectSkill4,ProjectPreference1,ProjectPreference2,ProjectPreference3,Allocated
6,10098,robotics,opensource concepts,community engagement ,application development ,91,26,9,91,9785,analysis,angular,cam,javascript,36,15,21,0
6,10098,robotics,opensource concepts,community engagement ,application development ,91,26,9,92,9785,qualitative research skills,wordpress,sdn,github,39,25,24,0
6,10098,robotics,opensource concepts,community engagement ,application development ,91,26,9,93,9785,asp.net,github,cam,qualitative research skills,1,13,10,0
6,10098,robotics,opensource concepts,community engagement ,application development ,91,26,9,94,11522,hardware engineering,project management ,project management,scripting,38,11,10,0
6,10098,robotics,opensource concepts,community engagement ,application development ,91,26,9,95,10098,node.js,github,node.js,perl,29,37,40,0
6,10098,robotics,opensource concepts,community engagement ,application development ,91,26,9,96,11522,project management,project management,community engagement ,mongodb,30,26,2,0
6,10098,robotics,opensource concepts,community engagement ,application development ,91,26,9,97,10004,sql server,c++,sql server,xml,6,24,11,0
6,10098,robotics,opensource concepts,community engagement ,application development ,91,26,9,98,9786,node.js,statistical analysis,wordpress,sdn,23,38,16,0
6,10098,robotics,opensource concepts,community engagement ,application development ,91,26,9,99,11522,c#,javascript,writing,robotics,26,12,23,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,0,10005,kotlin,writing,project management,vue.js,38,27,28,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,1,10005,kotlin,mongodb,sql server,analysis,33,34,15,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,2,9785,sdn,writing,swift,mysql,28,17,6,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,3,10098,angular,c,electrical engineering,mysql,2,26,23,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,4,10004,project management,rest,cam,scripting,39,8,18,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,5,10005,software development,css,cad,kotlin,29,3,6,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,6,10098,business analytics ,python,wordpress,r,0,30,38,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,7,10098,matlab,community engagement ,scripting,wordpress,12,18,0,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,8,9785,rest,robotics,cam,database administration,38,34,7,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,9,10004,cloud computing solutions ,database design,asp.net,matlab,19,20,38,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,10,10098,rest,sql server,project management ,cloud computing solutions ,23,11,22,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,11,10004,c++,mysql,perl,javascript,12,25,5,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,12,11522,cam,analysis,linear algebra,asp.net,36,2,4,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,13,10005,ejs,perl,rest,project management,2,25,17,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,14,9786,business analytics ,angular,linux,c#,10,40,38,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,15,9785,cloud computing solutions ,android studio,cam,python,15,1,21,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,16,10005,data visualization,xml,python,css,25,35,3,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,17,10004,saas,rest,wordpress,application development ,12,30,31,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,18,9786,c++,sql server,project management ,scripting,2,5,22,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,19,10005,robotics,wordpress,hardware engineering,database design,18,38,30,1
7,10005,wordpress,sdn,sql server,linux,16,19,76,20,10098,rest,writing,perl,genetic algorithms,32,16,1,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,21,9786,mobile app development,swift,angular,ui design,29,37,13,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,22,9786,hardware engineering,research,mobile app development,linear algebra,40,37,27,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,23,9785,cad,research,github,business analytics ,34,40,23,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,24,10004,xml,c,community engagement ,saas,37,31,12,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,25,9785,opensource concepts,robotics,project management ,ui design,18,40,38,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,26,10004,ejs,opensource concepts,analysis,javascript,5,0,26,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,27,11522,swift,cam,analysis,mysql,26,19,21,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,28,10005,ejs,linear algebra,cloud computing solutions ,database design,25,18,0,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,29,10004,software development,ui design,asp.net,hardware engineering,13,26,31,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,30,9785,sdn,perl,cad,qualitative research skills,12,30,27,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,31,10004,ui design,perl,project management,rest,12,20,22,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,32,9785,software development,hardware engineering,linear algebra,robotics,11,39,13,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,33,10005,mysql,angular,business analytics ,angular,35,2,17,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,34,10005,analysis,database administration,vue.js,matlab,15,33,3,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,35,9786,community engagement ,qualitative research skills,business analytics ,python,9,34,22,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,36,10098,python,data visualization,vue.js,r,22,37,35,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,37,10004,qualitative research skills,hardware engineering,web development,linux,36,11,27,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,38,10005,project management ,cloud computing solutions ,html,database design,22,1,23,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,39,10005,matlab,web development,data visualization,css,10,39,30,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,40,9786,opensource concepts,perl,c#,linux,10,29,24,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,41,10004,neural networks,qualitative research skills,database administration,mobile app development,5,29,27,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,42,10005,data visualization,angular,3d printing,analysis,28,2,40,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,43,10005,agile development,xml,cloud computing solutions ,xml,34,6,28,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,44,10098,xml,python,perl,express,10,2,27,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,45,9786,kotlin,hardware engineering,rest,business analytics ,3,25,22,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,46,11522,analysis,javascript,3d printing,matlab,14,3,23,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,47,9786,genetic algorithms,genetic algorithms,mysql,rest,16,27,17,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,48,10098,c++,genetic algorithms,research,neural networks,19,8,14,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,49,9786,database administration,database administration,web development,angular,0,7,39,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,50,9785,research,robotics,project management,swift,30,31,12,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,51,9786,web development,android studio,opensource concepts,scripting,4,4,33,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,52,10005,sdn,opensource concepts,saas,genetic algorithms,28,1,31,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,53,9786,machine learning,javascript,qualitative research skills,ejs,3,29,8,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,54,11522,linear algebra,mongodb,statistical analysis,c,19,14,34,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,55,9786,android studio,sdn,angular,cloud computing solutions ,7,2,22,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,56,11522,mysql,rest,swift,ui design,35,13,19,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,57,9785,matlab,node.js,github,ejs,2,37,3,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,58,10005,research,research,asp.net,database administration,28,10,32,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,59,9785,writing,hardware engineering,database administration,electrical engineering,15,22,10,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,60,9785,xml,mysql,analysis,qualitative research skills,26,32,40,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,61,9785,saas,opensource concepts,linux,community engagement ,3,39,40,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,62,11522,angular,qualitative research skills,vue.js,xml,29,7,1,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,63,10098,android studio,xml,angular,database administration,7,33,23,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,64,11522,kotlin,matlab,r,database design,4,31,14,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,65,9786,database design,rest,node.js,writing,2,23,27,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,66,9785,angular,cad,writing,ejs,29,12,30,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,67,11522,css,express,project management ,linux,32,21,37,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,68,9785,express,3d printing,rest,c#,36,34,23,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,69,11522,asp.net,xml,ejs,c++,40,29,22,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,70,10098,qualitative research skills,electrical engineering,xml,machine learning,24,34,4,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,71,10004,genetic algorithms,web development,python,qualitative research skills,20,9,14,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,72,11522,sdn,robotics,angular,project management ,4,39,19,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,73,10098,robotics,c#,c#,mobile app development,38,18,32,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,74,10005,xml,cam,project management,node.js,38,38,30,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,75,10005,mongodb,sql server,github,scripting,37,5,31,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,76,9786,r,robotics,javascript,research,21,8,16,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,77,9785,kotlin,sdn,community engagement ,project management,39,13,25,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,78,9786,statistical analysis,qualitative research skills,html,sdn,35,27,24,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,79,11522,node.js,mysql,swift,web development,20,28,35,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,80,10005,cad,scripting,community engagement ,angular,27,8,24,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,81,11522,ejs,linux,opensource concepts,electrical engineering,32,23,33,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,82,9785,cad,ui design,3d printing,project management,1,4,31,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,83,10005,c#,database administration,neural networks,mysql,17,32,17,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,84,9785,xml,agile development,project management,writing,11,28,28,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,85,9786,c#,kotlin,data visualization,web development,24,11,40,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,86,10098,r,asp.net,analysis,statistical analysis,37,19,13,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,87,9786,agile development,writing,web development,application development ,5,28,10,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,88,10005,community engagement ,analysis,mobile app development,swift,14,0,17,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,89,10098,cam,ejs,asp.net,scripting,32,27,36,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,90,9786,mobile app development,scripting,project management,github,0,39,25,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,91,9785,analysis,angular,cam,javascript,36,15,21,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,92,9785,qualitative research skills,wordpress,sdn,github,39,25,24,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,93,9785,asp.net,github,cam,qualitative research skills,1,13,10,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,94,11522,hardware engineering,project management ,project management,scripting,38,11,10,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,95,10098,node.js,github,node.js,perl,29,37,40,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,96,11522,project management,project management,community engagement ,mongodb,30,26,2,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,97,10004,sql server,c++,sql server,xml,6,24,11,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,98,9786,node.js,statistical analysis,wordpress,sdn,23,38,16,0
7,10005,wordpress,sdn,sql server,linux,16,19,76,99,11522,c#,javascript,writing,robotics,26,12,23,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,0,10005,kotlin,writing,project management,vue.js,38,27,28,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,1,10005,kotlin,mongodb,sql server,analysis,33,34,15,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,2,9785,sdn,writing,swift,mysql,28,17,6,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,3,10098,angular,c,electrical engineering,mysql,2,26,23,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,4,10004,project management,rest,cam,scripting,39,8,18,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,5,10005,software development,css,cad,kotlin,29,3,6,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,6,10098,business analytics ,python,wordpress,r,0,30,38,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,7,10098,matlab,community engagement ,scripting,wordpress,12,18,0,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,8,9785,rest,robotics,cam,database administration,38,34,7,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,9,10004,cloud computing solutions ,database design,asp.net,matlab,19,20,38,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,10,10098,rest,sql server,project management ,cloud computing solutions ,23,11,22,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,11,10004,c++,mysql,perl,javascript,12,25,5,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,12,11522,cam,analysis,linear algebra,asp.net,36,2,4,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,13,10005,ejs,perl,rest,project management,2,25,17,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,14,9786,business analytics ,angular,linux,c#,10,40,38,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,15,9785,cloud computing solutions ,android studio,cam,python,15,1,21,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,16,10005,data visualization,xml,python,css,25,35,3,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,17,10004,saas,rest,wordpress,application development ,12,30,31,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,18,9786,c++,sql server,project management ,scripting,2,5,22,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,19,10005,robotics,wordpress,hardware engineering,database design,18,38,30,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,20,10098,rest,writing,perl,genetic algorithms,32,16,1,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,21,9786,mobile app development,swift,angular,ui design,29,37,13,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,22,9786,hardware engineering,research,mobile app development,linear algebra,40,37,27,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,23,9785,cad,research,github,business analytics ,34,40,23,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,24,10004,xml,c,community engagement ,saas,37,31,12,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,25,9785,opensource concepts,robotics,project management ,ui design,18,40,38,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,26,10004,ejs,opensource concepts,analysis,javascript,5,0,26,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,27,11522,swift,cam,analysis,mysql,26,19,21,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,28,10005,ejs,linear algebra,cloud computing solutions ,database design,25,18,0,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,29,10004,software development,ui design,asp.net,hardware engineering,13,26,31,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,30,9785,sdn,perl,cad,qualitative research skills,12,30,27,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,31,10004,ui design,perl,project management,rest,12,20,22,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,32,9785,software development,hardware engineering,linear algebra,robotics,11,39,13,1
8,9785,project management ,xml,software development,hardware engineering,38,14,7,33,10005,mysql,angular,business analytics ,angular,35,2,17,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,34,10005,analysis,database administration,vue.js,matlab,15,33,3,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,35,9786,community engagement ,qualitative research skills,business analytics ,python,9,34,22,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,36,10098,python,data visualization,vue.js,r,22,37,35,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,37,10004,qualitative research skills,hardware engineering,web development,linux,36,11,27,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,38,10005,project management ,cloud computing solutions ,html,database design,22,1,23,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,39,10005,matlab,web development,data visualization,css,10,39,30,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,40,9786,opensource concepts,perl,c#,linux,10,29,24,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,41,10004,neural networks,qualitative research skills,database administration,mobile app development,5,29,27,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,42,10005,data visualization,angular,3d printing,analysis,28,2,40,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,43,10005,agile development,xml,cloud computing solutions ,xml,34,6,28,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,44,10098,xml,python,perl,express,10,2,27,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,45,9786,kotlin,hardware engineering,rest,business analytics ,3,25,22,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,46,11522,analysis,javascript,3d printing,matlab,14,3,23,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,47,9786,genetic algorithms,genetic algorithms,mysql,rest,16,27,17,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,48,10098,c++,genetic algorithms,research,neural networks,19,8,14,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,49,9786,database administration,database administration,web development,angular,0,7,39,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,50,9785,research,robotics,project management,swift,30,31,12,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,51,9786,web development,android studio,opensource concepts,scripting,4,4,33,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,52,10005,sdn,opensource concepts,saas,genetic algorithms,28,1,31,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,53,9786,machine learning,javascript,qualitative research skills,ejs,3,29,8,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,54,11522,linear algebra,mongodb,statistical analysis,c,19,14,34,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,55,9786,android studio,sdn,angular,cloud computing solutions ,7,2,22,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,56,11522,mysql,rest,swift,ui design,35,13,19,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,57,9785,matlab,node.js,github,ejs,2,37,3,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,58,10005,research,research,asp.net,database administration,28,10,32,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,59,9785,writing,hardware engineering,database administration,electrical engineering,15,22,10,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,60,9785,xml,mysql,analysis,qualitative research skills,26,32,40,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,61,9785,saas,opensource concepts,linux,community engagement ,3,39,40,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,62,11522,angular,qualitative research skills,vue.js,xml,29,7,1,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,63,10098,android studio,xml,angular,database administration,7,33,23,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,64,11522,kotlin,matlab,r,database design,4,31,14,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,65,9786,database design,rest,node.js,writing,2,23,27,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,66,9785,angular,cad,writing,ejs,29,12,30,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,67,11522,css,express,project management ,linux,32,21,37,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,68,9785,express,3d printing,rest,c#,36,34,23,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,69,11522,asp.net,xml,ejs,c++,40,29,22,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,70,10098,qualitative research skills,electrical engineering,xml,machine learning,24,34,4,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,71,10004,genetic algorithms,web development,python,qualitative research skills,20,9,14,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,72,11522,sdn,robotics,angular,project management ,4,39,19,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,73,10098,robotics,c#,c#,mobile app development,38,18,32,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,74,10005,xml,cam,project management,node.js,38,38,30,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,75,10005,mongodb,sql server,github,scripting,37,5,31,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,76,9786,r,robotics,javascript,research,21,8,16,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,77,9785,kotlin,sdn,community engagement ,project management,39,13,25,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,78,9786,statistical analysis,qualitative research skills,html,sdn,35,27,24,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,79,11522,node.js,mysql,swift,web development,20,28,35,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,80,10005,cad,scripting,community engagement ,angular,27,8,24,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,81,11522,ejs,linux,opensource concepts,electrical engineering,32,23,33,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,82,9785,cad,ui design,3d printing,project management,1,4,31,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,83,10005,c#,database administration,neural networks,mysql,17,32,17,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,84,9785,xml,agile development,project management,writing,11,28,28,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,85,9786,c#,kotlin,data visualization,web development,24,11,40,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,86,10098,r,asp.net,analysis,statistical analysis,37,19,13,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,87,9786,agile development,writing,web development,application development ,5,28,10,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,88,10005,community engagement ,analysis,mobile app development,swift,14,0,17,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,89,10098,cam,ejs,asp.net,scripting,32,27,36,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,90,9786,mobile app development,scripting,project management,github,0,39,25,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,91,9785,analysis,angular,cam,javascript,36,15,21,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,92,9785,qualitative research skills,wordpress,sdn,github,39,25,24,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,93,9785,asp.net,github,cam,qualitative research skills,1,13,10,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,94,11522,hardware engineering,project management ,project management,scripting,38,11,10,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,95,10098,node.js,github,node.js,perl,29,37,40,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,96,11522,project management,project management,community engagement ,mongodb,30,26,2,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,97,10004,sql server,c++,sql server,xml,6,24,11,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,98,9786,node.js,statistical analysis,wordpress,sdn,23,38,16,0
8,9785,project management ,xml,software development,hardware engineering,38,14,7,99,11522,c#,javascript,writing,robotics,26,12,23,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,0,10005,kotlin,writing,project management,vue.js,38,27,28,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,1,10005,kotlin,mongodb,sql server,analysis,33,34,15,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,2,9785,sdn,writing,swift,mysql,28,17,6,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,3,10098,angular,c,electrical engineering,mysql,2,26,23,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,4,10004,project management,rest,cam,scripting,39,8,18,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,5,10005,software development,css,cad,kotlin,29,3,6,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,6,10098,business analytics ,python,wordpress,r,0,30,38,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,7,10098,matlab,community engagement ,scripting,wordpress,12,18,0,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,8,9785,rest,robotics,cam,database administration,38,34,7,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,9,10004,cloud computing solutions ,database design,asp.net,matlab,19,20,38,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,10,10098,rest,sql server,project management ,cloud computing solutions ,23,11,22,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,11,10004,c++,mysql,perl,javascript,12,25,5,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,12,11522,cam,analysis,linear algebra,asp.net,36,2,4,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,13,10005,ejs,perl,rest,project management,2,25,17,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,14,9786,business analytics ,angular,linux,c#,10,40,38,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,15,9785,cloud computing solutions ,android studio,cam,python,15,1,21,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,16,10005,data visualization,xml,python,css,25,35,3,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,17,10004,saas,rest,wordpress,application development ,12,30,31,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,18,9786,c++,sql server,project management ,scripting,2,5,22,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,19,10005,robotics,wordpress,hardware engineering,database design,18,38,30,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,20,10098,rest,writing,perl,genetic algorithms,32,16,1,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,21,9786,mobile app development,swift,angular,ui design,29,37,13,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,22,9786,hardware engineering,research,mobile app development,linear algebra,40,37,27,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,23,9785,cad,research,github,business analytics ,34,40,23,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,24,10004,xml,c,community engagement ,saas,37,31,12,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,25,9785,opensource concepts,robotics,project management ,ui design,18,40,38,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,26,10004,ejs,opensource concepts,analysis,javascript,5,0,26,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,27,11522,swift,cam,analysis,mysql,26,19,21,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,28,10005,ejs,linear algebra,cloud computing solutions ,database design,25,18,0,0
9,11522,kotlin,project management ,mobile app development,business analytics ,31,97,82,29,10004,software development,ui design,asp.net,hardware engineering,13,26,31,0
